GeneSymbol	NumberPerfect	NumberImperfect	RejectPerfect	RejectPerfectNotes	RejectImperfect	RejectImperfectNotes. In cases where F=/, this lists acceptable forms.
ISX	11	10	x	ANTENATAL ISOXSUPRINE	x	
ISYNA1	4	0				
ITCH	188	359			x	
ITGA1	17	4				
ITGA2	29	0				
ITGA2B	12	0				
ITGA3	69	1				
ITGA4	7	9				
ITGA5	28	2				
ITGA6	22	2				
ITGA7	7	0				
ITGA8	1	2				
ITGA9	18	0				
ITGAE	6	8				
ITGAL	9	2				
ITGAM	26	9				
ITGAV	10	1				
ITGAX	13	35				
ITGB1	152	5				
ITGB2	33	1				
ITGB3	59	2				
ITGB3BP	1	0				
ITGB4	34	1				
ITGB5	18	2				
ITGB6	13	3				
ITGB7	3	0				
ITGB8	5	0				
ITIH1	1	0				
ITIH2	2	0				
ITIH3	5	0				
ITIH4	30	0				
ITK	61	27				
ITLN1	10	1				
ITLN2	0	1				
ITM2C	1	0				
ITPA	36	2				
ITPK1	1	0				
ITPKB	12	0				
ITPKC	68	0				
ITPR1	13	0				
ITPR2	1	0				
ITPR3	6	2				
ITSN1	33	0				
ITSN2	11	0				
IVD	486	7	x	in vitro diagnostic	x	
IVL	55	4	x	Intravascular lymphoma; Intravenous leiomyomatosis	x	
IVNS1ABP	2	0				
IWS1	1	0				
IYD	1	0				
IZUMO1	71	4				
IZUMO1R	5	1				
JADE1	1	0				
JAG1	38	21				
JAG2	4	7				
JAGN1	10	0				
JAK1	665	111				
JAK2	705	75				
JAK3	291	11				
JAKMIP1	1	0				
JAM2	4	3				
JAM3	4	0				
JAML	4	0				
JARID2	6	1				
JCHAIN	5	1				
JDP2	5	0				
JHY	4	0	x	people's initials		
JMJD4	5	0				
JMJD6	26	10				
JMJD7-PLA2G4B	1	0				
JMJD8	1	0				
JMY	4	1	x	people's initials		
JOSD1	15	2				
JOSD2	14	2				
JPH3	1	0				
JPT1	1	0				
JPT2	1	0				
JPX	2	4				
JTB	20	0	x	Japan Travel Bureau		
JUN	243	1014			x	
JUNB	53	73				
JUND	19	33				
JUP	7	5				
KANSL1	1	0				
KAT2A	6	2				
KAT2B	8	3				
KAT5	3	0				
KAT6A	6	0				
KAT6B	5	0				
KAT8	1	0				
KATNAL1	14	13				
KATNAL2	1	0				
KATNB1	1	1				
KCMF1	1	0				
KCNA1	2	1				
KCNA2	1	1				
KCNA4	0	1				
KCNA5	1	0				
KCNAB1	2	1				
KCNB1	5	1				
KCNC3	4	0				
KCNC4	1	0				
KCND1	1	2				
KCND2	1	1				
KCND3	2	0				
KCNE1	29	1				
KCNE2	8	0				
KCNE3	17	0				
KCNE4	5	0				
KCNG2	1	1				
KCNH1	2	0				
KCNH2	22	1				
KCNH7	2	0				
KCNH8	1	0				
KCNIP2	0	1				
KCNJ1	20	0				
KCNJ10	5	3				
KCNJ11	23	0				
KCNJ12	0	4				
KCNJ13	4	0				
KCNJ16	0	1				
KCNJ2	8	1				
KCNJ3	2	2				
KCNJ4	5	0				
KCNJ5	4	2				
KCNJ6	1	0				
KCNJ8	4	4				
KCNK1	2	0				
KCNK10	0	1				
KCNK15	3	0				
KCNK2	11	1				
KCNK3	21	1				
KCNK5	10	0				
KCNK6	1	0				
KCNK9	4	7				
KCNMA1	22	2				
KCNMB1	3	0				
KCNMB2	4	0				
KCNMB3	2	0				
KCNMB4	6	0				
KCNN1	1	0				
KCNN2	3	1				
KCNN3	5	1				
KCNN4	7	1				
KCNQ1	100	7				
KCNQ1OT1	11	8				
KCNQ2	30	0				
KCNQ3	6	0				
KCNQ4	16	0				
KCNQ5	2	0				
KCNRG	4	0				
KCNT1	2	0				
KCP	7	3			x	
KCTD11	4	0				
KCTD12	1	0				
KCTD5	1	0				
KCTD7	3	0				
KCTD9	10	0				
KDELR1	4	0				
KDELR2	78	0				
KDELR3	5	2				
KDM1A	2	0				
KDM2A	1	0				
KDM2B	0	1				
KDM4A	1	0				
KDM4B	2	0				
KDM4C	2	0				
KDM4D	1	0				
KDM5A	2	0				
KDM5B	6	1				
KDM5C	4	1				
KDM5D	39	1				
KDM6A	7	1				
KDM6B	11	14				
KDR	151	22				
KDSR	1	0				
KEAP1	32	143				
KEL	82	56			x	
KERA	0	5			x	
KHDRBS1	1	0				
KHDRBS2	1	0				
KHK	148	0	x	german acronyms		
KHNYN	22	0				
KHSRP	1	0				
KIAA0040	1	0				
KIAA0232	1	0				
KIAA0319	7	0				
KIAA0319L	1	0				
KIAA1109	1	0				
KIAA1191	1	0				
KIAA1549	2	0				
KIAA1549L	1	0				
KIF11	6	9				
KIF13A	4	0				
KIF13B	1	9				
KIF14	4	0				
KIF15	0	1				
KIF17	2	0				
KIF18A	3	2				
KIF18B	1	0				
KIF1A	31	0				
KIF1B	6	0				
KIF20A	5	0				
KIF20B	1	0				
KIF22	9	0				
KIF2A	10	0				
KIF2C	3	0				
KIF3A	2	3				
KIF3B	5	0				
KIF3C	0	1				
KIF5A	0	1				
KIF5B	7	3				
KIF5C	0	1				
KIF7	8	0				
KIF9	1	0				
KIFAP3	0	1				
KIFC1	9	1				
KIFC2	2	0				
KIN	7	652	x	Karyomegalic Interstitial Nephritis	x	
KIR2DL1	50	0				
KIR2DL2	33	0				
KIR2DL3	49	0				
KIR2DL4	27	0				
KIR2DL5B	2	0				
KIR2DP1	3	0				
KIR2DS1	22	0				
KIR2DS2	23	0				
KIR2DS3	23	0				
KIR2DS4	20	0				
KIR2DS5	14	0				
KIR3DL1	47	0				
KIR3DL2	23	0				
KIR3DL3	3	0				
KIR3DP1	6	0				
KIR3DS1	42	0				
KIRREL2	1	4				
KISS1	1	11				
KISS1R	1	8				
KIT	355	38087		surprisingly good	x	
KITLG	4	0				
KIZ	13	0	x	people's initials		
KL	122	34	x	Kullback-Leibler, Kernel Learning	x	
KLB	13	0				
KLC1	2	0				
KLC4	1	0				
KLF1	10	0				
KLF10	16	3				
KLF11	58	11				
KLF12	2	0				
KLF13	7	0				
KLF14	9	3				
KLF15	13	1				
KLF2	64	12				
KLF3	7	1				
KLF4	147	58				
KLF5	25	10				
KLF6	48	17				
KLF7	2	0				
KLF8	25	1				
KLF9	2	3				
KLHDC10	3	0				
KLHL1	1	0				
KLHL15	1	0				
KLHL2	7	0				
KLHL3	1	0				
KLHL6	1	0				
KLHL9	5	0				
KLK1	10	0				
KLK10	6	0				
KLK11	4	0				
KLK12	28	0				
KLK13	73	0				
KLK14	10	0				
KLK2	14	0				
KLK3	12	0				
KLK4	15	0				
KLK5	87	0				
KLK6	10	0				
KLK7	19	0				
KLK8	10	0				
KLK9	1	0				
KLKB1	19	0				
KLLN	1	0				
KLRB1	12	1				
KLRC1	21	1				
KLRC2	13	0				
KLRC3	3	0				
KLRD1	12	0				
KLRF1	14	0				
KLRF2	1	0				
KLRG1	87	6				
KLRG2	1	0				
KLRK1	11	1				
KMO	99	5	x	Kaiser-Meyer-Olkin	x	
KMT2A	12	0				
KMT2C	5	0				
KMT2D	11	2				
KNG1	19	4				
KNTC1	4	0				
KPNA1	112	0				
KPNA2	242	1				
KPNA3	24	0				
KPNA4	72	1				
KPNA5	6	0				
KPNA6	5	0				
KPNA7	2	0				
KPNB1	18	1				
KPRP	1	0				
KRAS	650	63				
KREMEN1	6	0				
KRIT1	8	5				
KRR1	1	0				
KRT1	4	1				
KRT10	10	0				
KRT12	1	0				
KRT13	10	2				
KRT14	21	1				
KRT15	6	0				
KRT17	5	2				
KRT18	16	4				
KRT19	16	1				
KRT20	40	2				
KRT23	2	0				
KRT24	1	0				
KRT3	1	0				
KRT4	9	1				
KRT42P	1	0				
KRT5	63	54				
KRT6A	11	7				
KRT6B	7	0				
KRT7	17	0				
KRT79	1	0				
KRT8	23	7				
KRT85	2	0				
KRTAP10-6	1	0				
KRTAP5-1	1	0				
KRTAP9-1	1	0				
KRTCAP3	0	3				
KSR1	11	0				
KSR2	1	0				
KTN1	1	0				
KY	81	1	x	Kentucky	x	
KYNU	8	1				
L1CAM	29	1				
L1TD1	18	0				
L2HGDH	1	0				
LACC1	10	0				
LACTB	17	1				
LAD1	14	0				
LAG3	92	14				
LAGE3	1	0				
LAIR1	45	0				
LAIR2	1	0				
LALBA	23	0				
LAMA1	1	1				
LAMA2	11	16				
LAMA3	7	1				
LAMA4	2	0				
LAMA5	2	0				
LAMB1	1	0				
LAMB2	24	1				
LAMB3	10	0				
LAMC1	9	1				
LAMC2	80	0				
LAMC3	1	0				
LAMP1	552	66				
LAMP2	83	20				
LAMP3	10	0				
LAMP5	5	3				
LAMTOR1	5	0				
LAMTOR2	2	0				
LAMTOR3	2	0				
LAMTOR4	2	0				
LAMTOR5	5	0				
LANCL1	2	0				
LANCL2	17	0				
LANCL3	3	0				
LAP3	11	0				
LAPTM4A	1	0				
LAPTM4B	6	0				
LAPTM5	2	0				
LARP1	62	76				
LARP4	22	1				
LARP4B	2	0				
LARP6	1	0				
LARP7	6	0				
LARS2	4	0				
LAS1L	3	0				
LASP1	2	0				
LAT	440	1754	x	Some is a viral gene called LAT	x	
LAT2	29	0				
LATS1	0	3				
LATS2	1	3				
LAX1	2	0				
LBH	5	0				
LBP	725	3			x	
LBR	226	12		messy	x	
LBX1	1	4				
LCAT	64	1				
LCE1C	1	0				
LCE3C	1	0				
LCE3E	2	0				
LCE5A	2	0				
LCK	46	191				
LCN15	1	0				
LCN2	112	63				
LCN9	6	0				
LCP1	18	0				
LCP2	2	4				
LCT	203	23	x		x	
LDB1	0	2				
LDB3	1	0				
LDHA	58	14				
LDHAL6B	1	0				
LDHB	24	11				
LDHC	3	0				
LDLR	382	33				
LDLRAP1	24	0				
LDOC1	1	0				
LEAP2	2	0				
LECT2	12	0				
LEF1	57	6				
LEFTY2	1	0				
LEMD2	1	0				
LEP	151	43	x	Lung Epithelial Cells	x	
LEPR	14	37				
LEPROTL1	1	0				
LETM1	16	1				
LFNG	1	6				
LGALS1	80	4				
LGALS12	3	0				
LGALS13	3	0				
LGALS14	3	0				
LGALS2	2	0				
LGALS3	33	9				
LGALS3BP	17	1				
LGALS4	3	0				
LGALS7	4	0				
LGALS8	3	0				
LGALS9	12	1				
LGALSL	1	0				
LGI1	55	2				
LGI2	0	1				
LGI4	1	1				
LGMN	6	0				
LGR4	1	0				
LGR5	69	96				
LGR6	1	2				
LGTN	7	0	x			
LHB	43	2	x			
LHCGR	0	2				
LHFPL1	1	0				
LHFPL3	1	0				
LHFPL5	2	0				
LHPP	5	0				
LHX1	4	4				
LHX2	1	0				
LIAS	1	7			x	
LIF	663	33				
LIFR	44	9				
LIG1	7	0				
LIG3	2	0				
LIG4	26	3				
LILRA1	14	0				
LILRA2	16	0				
LILRA3	149	0				
LILRA4	10	0				
LILRA5	10	0				
LILRA6	1	2				
LILRB1	96	0				
LILRB2	64	0				
LILRB3	10	0				
LILRB4	26	4				
LILRB5	2	0				
LIM2	1	0				
LIMA1	6	0				
LIMD1	120	0				
LIMK1	8	2				
LIMK2	2	0				
LIMS1	2	0				
LIN28A	33	2				
LIN28B	2	3				
LIN7A	1	1				
LIN7B	0	1				
LINC-ROR	2	1				
LINC00173	30	0				
LINC00243	1	0				
LINC00305	1	0				
LINC00355	1	0				
LINC00504	1	0				
LINC00506	1	0				
LINC00520	17	0				
LINC00629	4	0				
LINC00901	2	0				
LINC00941	3	0				
LINC01052	1	0				
LINC01134	1	0				
LINC01149	1	0				
LINC01197	101	3				
LINC01273	2	0				
LINC01419	2	0				
LINCMD1	0	1				
LINGO1	5	1				
LINGO2	1	0				
LIPA	34	104			x	
LIPB	0	4				
LIPC	11	1	x			
LIPE	12	20			x	
LIPF	0	1				
LIPG	6	1				
LIPH	6	1				
LIPI	12	1	x		x	
LIPJ	0	2				
LIPM	1	1			x	
LIPN	1	15				
LIPT1	6	0				
LITAF	48	3				
LIX1	14	0				
LLGL1	0	15				
LLGL2	1	0				
LLPH	1	0				
LMAN1	40	3				
LMAN1L	0	1				
LMAN2	4	0				
LMAN2L	20	0				
LMBR1	1	0				
LMBRD1	2	0				
LMCD1	2	0				
LMF1	2	0				
LMNA	78	1				
LMNB1	5	0				
LMNB2	5	0				
LMO2	63	1				
LMO3	14	0				
LMO4	3	1				
LMO7	1	0				
LMOD2	0	1				
LMTK2	28	0				
LMX1B	8	0				
LNCARSR	0	3				
LNPEP	8	0				
LONP1	3	0				
LONP2	1	0				
LORICRIN	0	16				
LOX	400	44			x	
LOXHD1	1	0				
LOXL1	16	4				
LOXL2	10	7				
LOXL3	2	1				
LOXL4	2	1				
LPA	634	62	x	Lysophosphatidic acid	x	
LPAR1	15	0				
LPAR2	15	0				
LPAR3	15	0				
LPAR5	1	0				
LPAR6	1	0				
LPCAT1	6	0				
LPCAT2	1	0				
LPCAT3	1	0				
LPCAT4	2	0				
LPIN1	32	0				
LPIN2	14	0				
LPIN3	1	0				
LPL	391	25				
LPO	201	6	x	Lipid Peroxidation	x	
LPP	89	22	x	acronyms	x	
LRAT	17	3				
LRBA	184	1				
LRFN2	0	8				
LRG1	17	5				
LRGUK	4	0				
LRIG3	3	0				
LRP1	93	2				
LRP10	1	0				
LRP12	1	0				
LRP2	48	4				
LRP4	5	0				
LRP5	29	1				
LRP6	49	1				
LRP8	3	0				
LRPAP1	7	0				
LRPPRC	4	0				
LRR1	2	0				
LRRC19	1	0				
LRRC2	1	0				
LRRC25	13	0				
LRRC26	10	0				
LRRC3	1	0				
LRRC32	4	0				
LRRC37A	3	0				
LRRC37B	3	0				
LRRC3B	1	0				
LRRC4	2	0				
LRRC43	1	0				
LRRC45	3	0				
LRRC59	1	0				
LRRC6	1	0				
LRRC75A	2	0				
LRRC8A	1	0				
LRRC8E	1	0				
LRRFIP1	22	5				
LRRFIP2	9	0				
LRRK1	1	0				
LRRK2	142	79				
LRRN1	2	1				
LRRTM1	1	0				
LRRTM2	2	0				
LRRTM3	2	0				
LRRTM4	1	0				
LRSAM1	30	0				
LRWD1	6	0				
LSAMP	1	0				
LSG1	0	1				
LSM1	8	36				
LSM10	1	1				
LSM11	0	43				
LSM12	6	0				
LSM14A	1	15				
LSM3	0	3				
LSM4	0	1				
LSM5	6	0				
LSM6	1	0				
LSP1	36	0				
LSR	315	3	x	FLow cytometer manufacturer	x	
LSS	162	26	x		x	
LST1	67	1				
LTA	689	55	x	lipoteichoic acid		
LTA4H	74	1				
LTB	645	13	x			
LTB4R	7	0				
LTB4R2	1	0				
LTBP1	5	0				
LTBP2	26	16				
LTBP3	6	0				
LTBP4	6	0				
LTBR	15	40				
LTC4S	26	1				
LTF	47	7		messy	x	
LTK	12	3			x	
LTV1	1	0				
LUC7L	2	0				
LUM	30	113	x		x	
LUZP2	1	0				
LY6D	3	1				
LY6E	425	131				
LY6G6D	0	1				
LY6H	1	0				
LY6K	2	0				
LY75	3	0				
LY86	4	1				
LY9	3	0				
LY96	16	1				
LYAR	4	0				
LYG2	3	0				
LYN	39	189				
LYNX1	0	21				
LYPD1	1	0				
LYPD2	3	0				
LYPD3	0	3				
LYPLA1	4	0				
LYPLAL1	1	0				
LYSMD2	1	0				
LYST	25	7			x	
LYVE1	4	4				
LYZ	67	28			x	
LYZL2	1	0				
LYZL6	1	0				
LZTFL1	10	0				
LZTR1	6	0				
LZTS2	2	0				
M6PR	28	0				
MAB21L1	0	3				
MAB21L2	1	1				
MACF1	16	1				
MACO1	3	0				
MACROD1	106	58				
MACROD2	83	163				
MACROH2A1	0	19				
MACROH2A2	0	4				
MAD1L1	3	0				
MAD2L1	3	0				
MAD2L1BP	1	0				
MAD2L2	20	0				
MADCAM1	8	2				
MADD	61	0	x	Multiple\-Acyl CoA Dehydrogenase Deficiency		
MAEA	3	28				
MAEL	19	1			x	
MAF	478	35	x	Minor allele frequency, others	/	Maf
MAF1	0	4				
MAFA	15	43	x	mast cell\-associated functional antigen		
MAFB	8	24			x	
MAFF	54	2		Ministry of Agriculture, Forestry and Fisheries		
MAFG	5	4				
MAFK	0	5				
MAG	420	634			x	
MAGEA11	1	0				
MAGEA3	7	2				
MAGEA4	10	0				
MAGEB16	7	0				
MAGED1	1	2				
MAGED2	6	0				
MAGEE1	2	0				
MAGEL2	1	0				
MAGI1	7	1				
MAGI2	5	1				
MAGI3	6	0				
MAGOH	10	7				
MAGOHB	1	0				
MAGT1	61	2				
MAK	65	280			x	
MAK16	1	0				
MAL	242	1704		Messy	x	
MAL2	7	0				
MALAT1	192	61				
MALL	1	261			x	
MALSU1	1	0				
MALT1	57	1				
MAML1	7	0				
MAML2	3	0				
MAML3	3	0				
MAMLD1	1	0				
MAN1A1	8	0				
MAN1A2	7	0				
MAN1B1	24	0				
MAN1C1	30	1				
MAN2A1	1	2				
MAN2B1	6	0				
MAN2B2	13	0				
MANBA	1	1				
MANBAL	1	0				
MANEA	0	15			x	
MANF	15	3			x	
MANSC1	1	0				
MAOA	36	2				
MAOB	62	1				
MAP10	0	2				
MAP11	0	1				
MAP1A	4	0				
MAP1B	22	3				
MAP1LC3A	4	0				
MAP1LC3B	39	4				
MAP1LC3B2	1	0				
MAP1LC3C	2	0				
MAP1S	1	0				
MAP2	191	8				
MAP2K1	26	0				
MAP2K2	10	0				
MAP2K3	51	0				
MAP2K4	6	0				
MAP2K5	2	0				
MAP2K6	7	1				
MAP2K7	10	0				
MAP3K1	28	0				
MAP3K10	1	0				
MAP3K11	2	1				
MAP3K13	2	0				
MAP3K14	22	0				
MAP3K2	1	0				
MAP3K3	2	0				
MAP3K4	0	1				
MAP3K5	6	0				
MAP3K6	4	0				
MAP3K7	135	3				
MAP3K8	14	0				
MAP3K9	6	0				
MAP4	13	2				
MAP4K1	1	0				
MAP4K2	9	0				
MAP4K3	4	0				
MAP4K4	13	12				
MAP4K5	1	0				
MAP6	1	1				
MAP9	0	1				
MAPK1	55	3				
MAPK10	6	0				
MAPK11	6	0				
MAPK12	4	0				
MAPK13	21	2				
MAPK14	59	2				
MAPK15	2	0				
MAPK3	51	6				
MAPK4	4	0				
MAPK6	25	1				
MAPK7	6	0				
MAPK8	57	12				
MAPK8IP2	1	0				
MAPK8IP3	1	0				
MAPK9	5	1				
MAPKAP1	4	0				
MAPKAPK2	12	0				
MAPKAPK3	5	0				
MAPKAPK5	4	0				
MAPRE1	3	0				
MAPRE2	5	0				
MAPT	60	2				
MARCKS	99	1			x	
MARCKSL1	1	0				
MARCO	116	613			x	
MARCOL	0	4			x	
MARK1	5	1				
MARK2	5	0				
MARK3	4	0				
MARK4	1	0				
MARS1	0	11				
MARS2	1	2				
MARVELD2	2	0				
MARVELD3	2	3				
MAS1	29	5				
MASP1	53	1				
MASP2	151	12				
MAST1	1	0				
MAST2	10	0				
MASTL	1	0				
MAT1A	2	0				
MAT2A	4	0				
MAT2B	4	0				
MATK	0	26			x	
MATN2	2	0				
MATN3	3	0				
MATR3	5	4				
MAVS	3783	130				
MAX	314	7924	x		x	
MAZ	13	3			x	
MB	329	186	x		x	
MB21D2	2	0				
MBD1	5	6				
MBD2	12	18				
MBD3	15	9				
MBD4	14	12				
MBD6	1	0				
MBL2	536	9				
MBNL1	16	1				
MBNL3	1	1				
MBOAT4	1	2				
MBOAT7	5	0				
MBP	4026	230		messy, but ok?	x	
MBTPS1	4	0				
MC1R	35	22				
MC2R	15	2				
MC3R	27	4				
MC4R	135	5				
MC5R	9	0				
MCAM	26	0				
MCAT	53	5	x	Moraxella catarrhalis; microcapsular agglutination test	x	
MCC	1529	74	x		x	
MCCC1	2	0				
MCCC2	3	0				
MCEE	15	0				
MCEMP1	1	0				
MCF2	1	0				
MCF2L	0	1				
MCFD2	55	5				
MCHR1	3	1				
MCIDAS	6	0				
MCL1	64	13				
MCM10	6	2				
MCM2	17	4				
MCM3	7	0				
MCM3AP-AS1	2	0				
MCM4	19	1				
MCM5	6	28				
MCM6	11	1				
MCM7	12	3				
MCM8	0	1				
MCOLN1	7	7				
MCOLN2	5	1				
MCOLN3	1	0				
MCPH1	9	0				
MCTP1	1	0				
MCU	169	5	x		x	
MCUB	4	1	x			
MDC1	24	32				
MDFI	3	0				
MDFIC	1	0				
MDGA1	6	0				
MDH1	6	0				
MDH2	11	2				
MDK	25	0	x			
MDM2	470	193				
MDM4	8	15				
MDN1	3	0				
MDP1	4	0				
MDS2	8	0				
ME1	25	5				
ME2	8	6				
ME3	3	15				
MEA1	0	1				
MECOM	28	3				
MECP2	60	135				
MECR	1	2				
MED1	8	2				
MED11	0	5				
MED12	15	3				
MED12L	5	0				
MED13	0	1				
MED13L	1	0				
MED14	1	0				
MED15	0	4				
MED16	2	1				
MED17	2	7				
MED18	2	4				
MED19	3	0				
MED20	0	3				
MED21	1	0				
MED22	0	5				
MED23	1	96				
MED24	1	3				
MED25	3	13				
MED26	1	0				
MED27	1	0				
MED28	1	1				
MED29	1	0				
MED4	4	0				
MED6	1	4				
MED7	1	0				
MED8	7	10				
MED9	3	0				
MEF2A	17	6				
MEF2B	2	1				
MEF2C	32	27				
MEF2D	15	1				
MEFV	230	0				
MEG3	78	8				
MEG8	1	0				
MEGF10	3	0				
MEGF9	1	0				
MEI1	1	0				
MEIOB	15	6				
MEIS1	4	13				
MEIS2	4	1				
MELK	6	77			x	
MEN1	30	7				
MEOX1	1	1				
MEOX2	2	0				
MEP1A	1	0				
MEP1B	2	0				
MEPCE	4	0				
MERTK	48	114				
MESD	3	0	x			
MESP1	1	0				
MESP2	0	1				
MEST	29	17			x	
MET	848	26654		Pretty messy but lots of correct hits	x	
METAP1	1	17				
METAP2	0	67				
METRNL	0	3				
METTL14	27	3				
METTL15	1	0				
METTL16	1	1				
METTL3	54	7				
METTL4	1	0				
METTL7A	1	0				
METTL7B	1	0				
METTL8	1	0				
MEX3B	0	2				
MEX3C	23	1				
MFAP4	1	1				
MFAP5	2	0				
MFF	38	22				
MFGE8	7	1				
MFN1	48	36				
MFN2	96	72				
MFNG	0	1				
MFRP	7	0	x	Mass Fatality Response Plan		
MFSD12	2	1				
MFSD2A	0	2				
MFSD8	1	0				
MGA	85	14	x	multiple acronyms	x	
MGAM	8	0				
MGAM2	1	0				
MGARP	4	0				
MGAT1	1	4				
MGAT2	1	3				
MGAT3	3	14				
MGAT4B	0	2				
MGAT4D	0	1				
MGAT5	2	3				
MGAT5B	0	1				
MGLL	0	10			x	
MGMT	296	15			x	
MGP	66	3		messy		
MGRN1	78	90				
MGST1	25	1				
MGST2	5	0				
MGST3	5	1				
MHRT	1	11				
MIA	253	142	x		x	
MIA2	1	0				
MIA3	1	0				
MIAT	9	1			x	
MIB1	68	17				
MIB2	4	0				
MICA	210	237	x		x	
MICAL1	3	0				
MICAL3	3	0				
MICALL2	1	0				
MICB	72	1				
MICC	6	6			x	
MICD	3	1			x	
MICE	550	221791	x		x	
MICF	1	0				
MICG	0	1			x	
MICU1	6	0				
MICU3	0	2				
MID1	23	36				
MID1IP1	1	0				
MID2	3	3				
MIDEAS	5	0				
MIF	1420	29				
MIGA1	0	11				
MIGA2	0	12				
MINDY1	2	0				
MINK1	3	0				
MINPP1	6	0				
MIOS	1	5			x	
MIP	891	63	x		x	
MIPEP	1	0				
MIPOL1	9	0				
MIR1-1	0	1				
MIR1-2	0	1				
MIR100	1	19				
MIR107	0	2				
MIR10A	3	2				
MIR122	0	62				
MIR1224	0	3				
MIR125A	0	2				
MIR125B2	1	0				
MIR126	0	12				
MIR1268A	0	1				
MIR127	0	1				
MIR1275	0	1				
MIR132	0	4				
MIR133B	0	3				
MIR134	0	1				
MIR137	0	9				
MIR139	0	1				
MIR140	0	3				
MIR141	0	5				
MIR142	2	5				
MIR143	1	16				
MIR144	0	3				
MIR145	1	26				
MIR146A	3	19				
MIR146B	0	3				
MIR148A	3	12				
MIR148B	0	2				
MIR150	0	1				
MIR155	17	30				
MIR155HG	7	0				
MIR15B	0	3				
MIR17	0	7				
MIR17HG	14	0				
MIR181A2HG	1	0				
MIR181C	0	3				
MIR182	0	5				
MIR183	1	1				
MIR184	0	1				
MIR186	0	1				
MIR191	0	1				
MIR192	3	1				
MIR193B	0	10				
MIR195	0	7				
MIR196A2	2	0				
MIR196B	0	1				
MIR199B	0	4				
MIR19A	4	1				
MIR200A	0	1				
MIR205	0	1				
MIR205HG	1	0				
MIR206	0	1				
MIR208A	0	3				
MIR208B	0	3				
MIR20A	0	3				
MIR20B	0	1				
MIR21	1	34				
MIR210	0	9				
MIR210HG	0	1				
MIR211	0	1				
MIR214	0	1				
MIR215	2	0				
MIR216A	0	2				
MIR217	0	1				
MIR22	0	2				
MIR221	0	18				
MIR222	0	15				
MIR223	0	6				
MIR224	0	1				
MIR22HG	4	0				
MIR23A	0	2				
MIR23B	0	2				
MIR25	0	2				
MIR26B	0	2				
MIR27A	0	1				
MIR28	0	1				
MIR29A	0	5				
MIR29B1	2	0				
MIR29C	0	2				
MIR301A	0	1				
MIR302B	0	1				
MIR30A	0	4				
MIR30B	4	3				
MIR30D	4	0				
MIR31	0	4				
MIR32	0	1				
MIR320A	0	2				
MIR320E	0	1				
MIR326	0	15				
MIR328	0	2				
MIR338	0	1				
MIR33A	0	4				
MIR33B	0	3				
MIR346	0	2				
MIR34A	0	5				
MIR363	0	1				
MIR375	0	1				
MIR421	0	1				
MIR423	0	1				
MIR424	0	3				
MIR4306	0	1				
MIR4429	0	1				
MIR455	0	4				
MIR487B	0	1				
MIR489	0	3				
MIR503HG	7	1				
MIR504	0	3				
MIR506	0	1				
MIR518F	1	0				
MIR519E	0	1				
MIR539	0	2				
MIR548P	0	2				
MIR590	1	0				
MIR599	0	4				
MIR612	2	0				
MIR621	1	0				
MIR638	0	2				
MIR650	1	0				
MIR655	1	0				
MIR675	1	1				
MIR802	0	9				
MIR885	1	0				
MIR96	0	1				
MIR98	0	1				
MIR99B	0	1				
MIS12	1	0				
MISP	5	0				
MITF	44	34				
MIXL1	2	0				
MKI67	20	17				
MKKS	3	9			x	
MKLN1	1	0				
MKNK1	2	0				
MKNK2	1	0				
MKRN1	7	2				
MKRN2	2	0				
MKRN3	1	0				
MKS1	1	3				
MKX	3	0				
MLANA	2	0				
MLC1	17	1				
MLEC	20	0	x	mouse lung epithelial cells		
MLF1	4	0				
MLH1	147	4				
MLH3	2	0				
MLKL	169	5				
MLLT1	1	0				
MLLT10	1	0				
MLLT3	3	0				
MLLT6	2	0				
MLN	897	104	x	mesenteric lymph nodes	x	
MLNR	0	1				
MLPH	8	0				
MLST8	5	6				
MLX	58	23			x	
MLXIP	8	0				
MLXIPL	2	0				
MLYCD	6	0				
MMAA	10	0				
MMAB	15	15			x	
MMACHC	15	6				
MMADHC	12	0				
MMD	144	5	x		x	
MMD2	0	1				
MME	95	26		pretty messy	x	
MMP1	137	0				
MMP10	10	0				
MMP11	19	1				
MMP12	79	16				
MMP13	66	1				
MMP14	31	7				
MMP15	3	1				
MMP16	2	0				
MMP17	1	0				
MMP19	4	0				
MMP2	400	8				
MMP21	1	0				
MMP24	2	7				
MMP25	5	0				
MMP26	4	0				
MMP3	173	13				
MMP7	85	83				
MMP8	82	8				
MMP9	778	24				
MMRN1	2	0				
MMS19	1	0				
MN1	26	21				
MNDA	26	2				
MNS1	2	10				
MNT	282	47	x	microneutralization	x	
MOAP1	1	0				
MOBP	26	3				
MOCOS	4	1			x	
MOCS1	17	0				
MOCS2	1	0				
MOG	1003	11			x	
MOGAT1	0	5				
MOGAT2	1	0				
MOGS	6	0				
MOK	5	113	x		x	
MON2	0	1				
MORC2	9	0				
MORC3	9	0				
MORF4L1	2	0				
MORF4L2	4	0				
MORN2	1	0				
MOS	207	493	x	mannan oligosaccharide	x	
MOSMO	0	2			x	
MOSPD2	1	0				
MOV10	119	21				
MPC1	5	1				
MPC2	5	0				
MPDU1	1	0				
MPDZ	9	0				
MPEG1	2	2				
MPG	436	3	x		x	
MPHOSPH10	0	1				
MPHOSPH9	2	0				
